Temperature	Pressure	Property	Source	Model
229.522536	353.645725	     Ktmax	     TSEOS	 TIP4P2005
229.248371	355.192408	     Ktmax	     TSEOS	 TIP4P2005
228.974489	356.739500	     Ktmax	     TSEOS	 TIP4P2005
228.700881	358.287020	     Ktmax	     TSEOS	 TIP4P2005
228.427537	359.834983	     Ktmax	     TSEOS	 TIP4P2005
228.154448	361.383405	     Ktmax	     TSEOS	 TIP4P2005
227.881604	362.932304	     Ktmax	     TSEOS	 TIP4P2005
227.608996	364.481694	     Ktmax	     TSEOS	 TIP4P2005
227.336615	366.031591	     Ktmax	     TSEOS	 TIP4P2005
227.064453	367.582009	     Ktmax	     TSEOS	 TIP4P2005
226.792501	369.132966	     Ktmax	     TSEOS	 TIP4P2005
226.520751	370.684473	     Ktmax	     TSEOS	 TIP4P2005
226.249193	372.236547	     Ktmax	     TSEOS	 TIP4P2005
225.977822	373.789202	     Ktmax	     TSEOS	 TIP4P2005
225.706628	375.342451	     Ktmax	     TSEOS	 TIP4P2005
225.435605	376.896308	     Ktmax	     TSEOS	 TIP4P2005
225.164743	378.450788	     Ktmax	     TSEOS	 TIP4P2005
224.894037	380.005902	     Ktmax	     TSEOS	 TIP4P2005
224.623479	381.561666	     Ktmax	     TSEOS	 TIP4P2005
224.353062	383.118091	     Ktmax	     TSEOS	 TIP4P2005
224.082778	384.675191	     Ktmax	     TSEOS	 TIP4P2005
223.812621	386.232978	     Ktmax	     TSEOS	 TIP4P2005
223.542585	387.791465	     Ktmax	     TSEOS	 TIP4P2005
223.272663	389.350663	     Ktmax	     TSEOS	 TIP4P2005
223.002845	390.910590	     Ktmax	     TSEOS	 TIP4P2005
222.733130	392.471252	     Ktmax	     TSEOS	 TIP4P2005
222.463509	394.032663	     Ktmax	     TSEOS	 TIP4P2005
222.193976	395.594836	     Ktmax	     TSEOS	 TIP4P2005
221.924524	397.157781	     Ktmax	     TSEOS	 TIP4P2005
221.655149	398.721511	     Ktmax	     TSEOS	 TIP4P2005
221.385844	400.286038	     Ktmax	     TSEOS	 TIP4P2005
221.116603	401.851373	     Ktmax	     TSEOS	 TIP4P2005
220.847420	403.417527	     Ktmax	     TSEOS	 TIP4P2005
220.578290	404.984512	     Ktmax	     TSEOS	 TIP4P2005
220.309207	406.552339	     Ktmax	     TSEOS	 TIP4P2005
220.040166	408.121018	     Ktmax	     TSEOS	 TIP4P2005
219.771159	409.690568	     Ktmax	     TSEOS	 TIP4P2005
219.502184	411.260990	     Ktmax	     TSEOS	 TIP4P2005
219.233233	412.832300	     Ktmax	     TSEOS	 TIP4P2005
218.964303	414.404507	     Ktmax	     TSEOS	 TIP4P2005
218.695387	415.977624	     Ktmax	     TSEOS	 TIP4P2005
218.426481	417.551660	     Ktmax	     TSEOS	 TIP4P2005
218.157579	419.126627	     Ktmax	     TSEOS	 TIP4P2005
217.888676	420.702537	     Ktmax	     TSEOS	 TIP4P2005
217.619767	422.279400	     Ktmax	     TSEOS	 TIP4P2005
217.350847	423.857225	     Ktmax	     TSEOS	 TIP4P2005
217.081911	425.436026	     Ktmax	     TSEOS	 TIP4P2005
216.812954	427.015812	     Ktmax	     TSEOS	 TIP4P2005
216.543971	428.596594	     Ktmax	     TSEOS	 TIP4P2005
