Temperature	Pressure	Property	Source Model
-52.655232	131.596526	     Cpmin	     TSEOS TIP4P2005
-51.874479	128.359424	     Cpmin	     TSEOS TIP4P2005
-51.080152	125.207799	     Cpmin	     TSEOS TIP4P2005
-50.272032	122.143100	     Cpmin	     TSEOS TIP4P2005
-49.449898	119.166784	     Cpmin	     TSEOS TIP4P2005
-48.613523	116.280320	     Cpmin	     TSEOS TIP4P2005
-47.762675	113.485201	     Cpmin	     TSEOS TIP4P2005
-46.897091	110.783063	     Cpmin	     TSEOS TIP4P2005
-46.016503	108.175560	     Cpmin	     TSEOS TIP4P2005
-45.120615	105.664490	     Cpmin	     TSEOS TIP4P2005
-44.209093	103.251833	     Cpmin	     TSEOS TIP4P2005
-43.281566	100.939752	     Cpmin	     TSEOS TIP4P2005
-42.337607	98.730699	     Cpmin	     TSEOS TIP4P2005
-41.376731	96.627431	     Cpmin	     TSEOS TIP4P2005
-40.398362	94.633169	     Cpmin	     TSEOS TIP4P2005
-39.401826	92.751648	     Cpmin	     TSEOS TIP4P2005
-38.386317	90.987302	     Cpmin	     TSEOS TIP4P2005
-37.350864	89.345434	     Cpmin	     TSEOS TIP4P2005
-36.294282	87.832477	     Cpmin	     TSEOS TIP4P2005
-35.215108	86.456338	     Cpmin	     TSEOS TIP4P2005
-34.111525	85.226822	     Cpmin	     TSEOS TIP4P2005
-32.981218	84.156357	     Cpmin	     TSEOS TIP4P2005
-31.821214	83.260893	     Cpmin	     TSEOS TIP4P2005
-30.627595	82.561401	     Cpmin	     TSEOS TIP4P2005
-29.395074	82.086125	     Cpmin	     TSEOS TIP4P2005
-28.116276	81.874429	     Cpmin	     TSEOS TIP4P2005
-26.780457	81.983544	     Cpmin	     TSEOS TIP4P2005
-25.371043	82.501658	     Cpmin	     TSEOS TIP4P2005
-23.860184	83.576691	     Cpmin	     TSEOS TIP4P2005
-22.194509	85.491635	     Cpmin	     TSEOS TIP4P2005
-20.243556	88.936824	     Cpmin	     TSEOS TIP4P2005
-17.336222	97.454000	     Cpmin	     TSEOS TIP4P2005
-16.268947	101.990486	     Cpmin	     TSEOS TIP4P2005
-43.524653	143.696000	     Cpmin	    Madrid TIP4P2005
-16.011553	104.454000	      Tmax	     TSEOS TIP4P2005
-11.726401	99.466000	      Tmax	     TSEOS TIP4P2005
-9.226222	97.463427	      Tmax	     TSEOS TIP4P2005
-7.909580	96.707022	      Tmax	     TSEOS TIP4P2005
-6.772319	96.243500	      Tmax	     TSEOS TIP4P2005
-5.754422	95.974413	      Tmax	     TSEOS TIP4P2005
-4.823426	95.846558	      Tmax	     TSEOS TIP4P2005
-3.959407	95.827311	      Tmax	     TSEOS TIP4P2005
-3.149110	95.894986	      Tmax	     TSEOS TIP4P2005
-2.383176	96.034284	      Tmax	     TSEOS TIP4P2005
-1.654711	96.233944	      Tmax	     TSEOS TIP4P2005
-0.958445	96.485369	      Tmax	     TSEOS TIP4P2005
-0.290286	96.781883	      Tmax	     TSEOS TIP4P2005
0.353069	97.118102	      Tmax	     TSEOS TIP4P2005
0.974308	97.489654	      Tmax	     TSEOS TIP4P2005
1.575647	97.892932	      Tmax	     TSEOS TIP4P2005
2.158957	98.324896	      Tmax	     TSEOS TIP4P2005
2.725816	98.782980	      Tmax	     TSEOS TIP4P2005
3.277581	99.264985	      Tmax	     TSEOS TIP4P2005
3.815430	99.768999	      Tmax	     TSEOS TIP4P2005
4.340384	100.293367	      Tmax	     TSEOS TIP4P2005
4.853340	100.836637	      Tmax	     TSEOS TIP4P2005
5.355097	101.397518	      Tmax	     TSEOS TIP4P2005
5.846362	101.974865	      Tmax	     TSEOS TIP4P2005
6.327768	102.567658	      Tmax	     TSEOS TIP4P2005
6.799879	103.174985	      Tmax	     TSEOS TIP4P2005
7.263216	103.796008	      Tmax	     TSEOS TIP4P2005
7.718232	104.429995	      Tmax	     TSEOS TIP4P2005
8.165354	105.076260	      Tmax	     TSEOS TIP4P2005
8.604976	105.734170	      Tmax	     TSEOS TIP4P2005
9.037442	106.403174	      Tmax	     TSEOS TIP4P2005
9.463077	107.082746	      Tmax	     TSEOS TIP4P2005
9.882182	107.772406	      Tmax	     TSEOS TIP4P2005
10.295036	108.471709	      Tmax	     TSEOS TIP4P2005
10.701887	109.180256	      Tmax	     TSEOS TIP4P2005
11.102979	109.897657	      Tmax	     TSEOS TIP4P2005
11.498532	110.623564	      Tmax	     TSEOS TIP4P2005
11.888750	111.357648	      Tmax	     TSEOS TIP4P2005
12.273822	112.099609	      Tmax	     TSEOS TIP4P2005
12.653938	112.849146	      Tmax	     TSEOS TIP4P2005
13.029257	113.606005	      Tmax	     TSEOS TIP4P2005
13.399945	114.369927	      Tmax	     TSEOS TIP4P2005
13.766143	115.140682	      Tmax	     TSEOS TIP4P2005
14.128000	115.918039	      Tmax	     TSEOS TIP4P2005
14.485645	116.701794	      Tmax	     TSEOS TIP4P2005
14.839202	117.491749	      Tmax	     TSEOS TIP4P2005
15.188791	118.287718	      Tmax	     TSEOS TIP4P2005
15.534523	119.089523	      Tmax	     TSEOS TIP4P2005
15.876506	119.896998	      Tmax	     TSEOS TIP4P2005
16.214844	120.709980	      Tmax	     TSEOS TIP4P2005
16.549627	121.528325	      Tmax	     TSEOS TIP4P2005
16.880952	122.351885	      Tmax	     TSEOS TIP4P2005
17.208907	123.180521	      Tmax	     TSEOS TIP4P2005
17.533570	124.014112	      Tmax	     TSEOS TIP4P2005
17.855022	124.852533	      Tmax	     TSEOS TIP4P2005
18.173341	125.695661	      Tmax	     TSEOS TIP4P2005
18.488601	126.543385	      Tmax	     TSEOS TIP4P2005
18.800868	127.395602	      Tmax	     TSEOS TIP4P2005
19.110213	128.252200	      Tmax	     TSEOS TIP4P2005
19.416697	129.113090	      Tmax	     TSEOS TIP4P2005
19.720382	129.978173	      Tmax	     TSEOS TIP4P2005
20.021327	130.847361	      Tmax	     TSEOS TIP4P2005
20.319588	131.720567	      Tmax	     TSEOS TIP4P2005
20.615220	132.597709	      Tmax	     TSEOS TIP4P2005
20.908277	133.478704	      Tmax	     TSEOS TIP4P2005
21.198806	134.363483	      Tmax	     TSEOS TIP4P2005
21.486861	135.251961	      Tmax	     TSEOS TIP4P2005
21.772486	136.144075	      Tmax	     TSEOS TIP4P2005
22.055724	137.039758	      Tmax	     TSEOS TIP4P2005
22.336625	137.938937	      Tmax	     TSEOS TIP4P2005
22.615227	138.841555	      Tmax	     TSEOS TIP4P2005
22.891571	139.747551	      Tmax	     TSEOS TIP4P2005
23.165694	140.656867	      Tmax	     TSEOS TIP4P2005
23.437642	141.569441	      Tmax	     TSEOS TIP4P2005
23.707447	142.485221	      Tmax	     TSEOS TIP4P2005
23.975144	143.404157	      Tmax	     TSEOS TIP4P2005
24.240771	144.326196	      Tmax	     TSEOS TIP4P2005
24.504359	145.251288	      Tmax	     TSEOS TIP4P2005
24.765942	146.179387	      Tmax	     TSEOS TIP4P2005
25.025551	147.110447	      Tmax	     TSEOS TIP4P2005
25.283218	148.044422	      Tmax	     TSEOS TIP4P2005
25.538972	148.981270	      Tmax	     TSEOS TIP4P2005
25.792841	149.920950	      Tmax	     TSEOS TIP4P2005
26.044857	150.863420	      Tmax	     TSEOS TIP4P2005
26.295045	151.808641	      Tmax	     TSEOS TIP4P2005
26.543430	152.756577	      Tmax	     TSEOS TIP4P2005
26.790039	153.707193	      Tmax	     TSEOS TIP4P2005
27.034901	154.660446	      Tmax	     TSEOS TIP4P2005
27.278036	155.616309	      Tmax	     TSEOS TIP4P2005
27.519469	156.574748	      Tmax	     TSEOS TIP4P2005
27.759227	157.535724	      Tmax	     TSEOS TIP4P2005
27.997329	158.499212	      Tmax	     TSEOS TIP4P2005
28.233797	159.465181	      Tmax	     TSEOS TIP4P2005
28.468655	160.433598	      Tmax	     TSEOS TIP4P2005
28.701921	161.404439	      Tmax	     TSEOS TIP4P2005
28.933620	162.377671	      Tmax	     TSEOS TIP4P2005
29.163770	163.353268	      Tmax	     TSEOS TIP4P2005
29.392388	164.331208	      Tmax	     TSEOS TIP4P2005
29.619496	165.311464	      Tmax	     TSEOS TIP4P2005
29.845113	166.294006	      Tmax	     TSEOS TIP4P2005
30.069259	167.278812	      Tmax	     TSEOS TIP4P2005
30.291946	168.265864	      Tmax	     TSEOS TIP4P2005
30.513196	169.255134	      Tmax	     TSEOS TIP4P2005
30.733025	170.246601	      Tmax	     TSEOS TIP4P2005
30.951451	171.240241	      Tmax	     TSEOS TIP4P2005
31.168488	172.236039	      Tmax	     TSEOS TIP4P2005
31.384148	173.233977	      Tmax	     TSEOS TIP4P2005
31.598458	174.234021	      Tmax	     TSEOS TIP4P2005
31.811426	175.236162	      Tmax	     TSEOS TIP4P2005
32.023067	176.240381	      Tmax	     TSEOS TIP4P2005
32.233395	177.246660	      Tmax	     TSEOS TIP4P2005
32.442426	178.254980	      Tmax	     TSEOS TIP4P2005
32.650171	179.265327	      Tmax	     TSEOS TIP4P2005
32.856651	180.277676	      Tmax	     TSEOS TIP4P2005
33.061870	181.292022	      Tmax	     TSEOS TIP4P2005
33.265851	182.308337	      Tmax	     TSEOS TIP4P2005
33.468597	183.326617	      Tmax	     TSEOS TIP4P2005
33.670128	184.346840	      Tmax	     TSEOS TIP4P2005
33.870456	185.368992	      Tmax	     TSEOS TIP4P2005
34.069589	186.393062	      Tmax	     TSEOS TIP4P2005
34.267540	187.419037	      Tmax	     TSEOS TIP4P2005
34.464323	188.446898	      Tmax	     TSEOS TIP4P2005
34.659951	189.476633	      Tmax	     TSEOS TIP4P2005
34.854428	190.508237	      Tmax	     TSEOS TIP4P2005
35.047770	191.541693	      Tmax	     TSEOS TIP4P2005
35.239984	192.576991	      Tmax	     TSEOS TIP4P2005
35.431087	193.614115	      Tmax	     TSEOS TIP4P2005
35.621085	194.653057	      Tmax	     TSEOS TIP4P2005
35.809987	195.693808	      Tmax	     TSEOS TIP4P2005
35.997808	196.736350	      Tmax	     TSEOS TIP4P2005
36.184553	197.780682	      Tmax	     TSEOS TIP4P2005
36.370234	198.826789	      Tmax	     TSEOS TIP4P2005
36.554860	199.874662	      Tmax	     TSEOS TIP4P2005
36.738441	200.924289	      Tmax	     TSEOS TIP4P2005
36.920978	201.975674	      Tmax	     TSEOS TIP4P2005
37.102492	203.028793	      Tmax	     TSEOS TIP4P2005
37.282982	204.083646	      Tmax	     TSEOS TIP4P2005
37.462468	205.140216	      Tmax	     TSEOS TIP4P2005
37.640948	206.198503	      Tmax	     TSEOS TIP4P2005
37.818432	207.258500	      Tmax	     TSEOS TIP4P2005
37.994929	208.320199	      Tmax	     TSEOS TIP4P2005
38.170449	209.383588	      Tmax	     TSEOS TIP4P2005
38.344998	210.448663	      Tmax	     TSEOS TIP4P2005
38.518584	211.515418	      Tmax	     TSEOS TIP4P2005
38.691213	212.583847	      Tmax	     TSEOS TIP4P2005
38.862893	213.653944	      Tmax	     TSEOS TIP4P2005
39.033632	214.725701	      Tmax	     TSEOS TIP4P2005
39.203438	215.799113	      Tmax	     TSEOS TIP4P2005
39.372314	216.874177	      Tmax	     TSEOS TIP4P2005
39.540272	217.950885	      Tmax	     TSEOS TIP4P2005
39.707313	219.029234	      Tmax	     TSEOS TIP4P2005
39.873450	220.109214	      Tmax	     TSEOS TIP4P2005
40.038683	221.190830	      Tmax	     TSEOS TIP4P2005
40.203019	222.274073	      Tmax	     TSEOS TIP4P2005
40.366469	223.358934	      Tmax	     TSEOS TIP4P2005
40.529037	224.445414	      Tmax	     TSEOS TIP4P2005
40.690725	225.533511	      Tmax	     TSEOS TIP4P2005
40.851546	226.623213	      Tmax	     TSEOS TIP4P2005
41.011501	227.714525	      Tmax	     TSEOS TIP4P2005
41.170591	228.807447	      Tmax	     TSEOS TIP4P2005
41.328831	229.901964	      Tmax	     TSEOS TIP4P2005
41.486220	230.998082	      Tmax	     TSEOS TIP4P2005
41.642764	232.095798	      Tmax	     TSEOS TIP4P2005
41.798471	233.195104	      Tmax	     TSEOS TIP4P2005
41.953342	234.296006	      Tmax	     TSEOS TIP4P2005
42.107384	235.398496	      Tmax	     TSEOS TIP4P2005
42.260603	236.502573	      Tmax	     TSEOS TIP4P2005
42.413003	237.608235	      Tmax	     TSEOS TIP4P2005
42.564585	238.715485	      Tmax	     TSEOS TIP4P2005
42.715359	239.824315	      Tmax	     TSEOS TIP4P2005
42.865325	240.934731	      Tmax	     TSEOS TIP4P2005
43.014488	242.046728	      Tmax	     TSEOS TIP4P2005
43.162856	243.160303	      Tmax	     TSEOS TIP4P2005
43.310431	244.275456	      Tmax	     TSEOS TIP4P2005
43.457215	245.392192	      Tmax	     TSEOS TIP4P2005
43.603212	246.510508	      Tmax	     TSEOS TIP4P2005
43.748426	247.630404	      Tmax	     TSEOS TIP4P2005
43.892862	248.751880	      Tmax	     TSEOS TIP4P2005
44.036523	249.874935	      Tmax	     TSEOS TIP4P2005
44.179413	250.999570	      Tmax	     TSEOS TIP4P2005
44.321536	252.125786	      Tmax	     TSEOS TIP4P2005
44.462891	253.253587	      Tmax	     TSEOS TIP4P2005
44.603490	254.382963	      Tmax	     TSEOS TIP4P2005
44.743324	255.513933	      Tmax	     TSEOS TIP4P2005
44.882408	256.646481	      Tmax	     TSEOS TIP4P2005
45.020738	257.780617	      Tmax	     TSEOS TIP4P2005
45.158318	258.916343	      Tmax	     TSEOS TIP4P2005
45.295151	260.053659	      Tmax	     TSEOS TIP4P2005
45.431245	261.192562	      Tmax	     TSEOS TIP4P2005
45.566591	262.333066	      Tmax	     TSEOS TIP4P2005
45.701197	263.475168	      Tmax	     TSEOS TIP4P2005
45.835071	264.618864	      Tmax	     TSEOS TIP4P2005
45.968210	265.764163	      Tmax	     TSEOS TIP4P2005
46.100622	266.911059	      Tmax	     TSEOS TIP4P2005
46.232296	268.059574	      Tmax	     TSEOS TIP4P2005
46.363249	269.209692	      Tmax	     TSEOS TIP4P2005
46.493468	270.361434	      Tmax	     TSEOS TIP4P2005
46.622967	271.514789	      Tmax	     TSEOS TIP4P2005
46.751747	272.669760	      Tmax	     TSEOS TIP4P2005
46.879810	273.826352	      Tmax	     TSEOS TIP4P2005
47.007145	274.984585	      Tmax	     TSEOS TIP4P2005
47.133767	276.144447	      Tmax	     TSEOS TIP4P2005
47.259678	277.305940	      Tmax	     TSEOS TIP4P2005
47.384866	278.469087	      Tmax	     TSEOS TIP4P2005
47.509352	279.633866	      Tmax	     TSEOS TIP4P2005
47.633116	280.800309	      Tmax	     TSEOS TIP4P2005
47.756173	281.968406	      Tmax	     TSEOS TIP4P2005
47.878521	283.138163	      Tmax	     TSEOS TIP4P2005
48.000162	284.309585	      Tmax	     TSEOS TIP4P2005
48.121091	285.482686	      Tmax	     TSEOS TIP4P2005
48.241317	286.657460	      Tmax	     TSEOS TIP4P2005
48.360833	287.833924	      Tmax	     TSEOS TIP4P2005
48.479647	289.012074	      Tmax	     TSEOS TIP4P2005
48.597754	290.191923	      Tmax	     TSEOS TIP4P2005
48.715156	291.373477	      Tmax	     TSEOS TIP4P2005
48.831857	292.556736	      Tmax	     TSEOS TIP4P2005
48.947854	293.741711	      Tmax	     TSEOS TIP4P2005
49.063141	294.928419	      Tmax	     TSEOS TIP4P2005
49.177728	296.116854	      Tmax	     TSEOS TIP4P2005
49.291611	297.307028	      Tmax	     TSEOS TIP4P2005
49.404790	298.498948	      Tmax	     TSEOS TIP4P2005
49.517268	299.692618	      Tmax	     TSEOS TIP4P2005
49.629035	300.888060	      Tmax	     TSEOS TIP4P2005
49.740100	302.085269	      Tmax	     TSEOS TIP4P2005
49.850460	303.284256	      Tmax	     TSEOS TIP4P2005
49.960116	304.485029	      Tmax	     TSEOS TIP4P2005
50.069061	305.687605	      Tmax	     TSEOS TIP4P2005
50.177298	306.891987	      Tmax	     TSEOS TIP4P2005
50.284831	308.098179	      Tmax	     TSEOS TIP4P2005
50.391653	309.306198	      Tmax	     TSEOS TIP4P2005
50.497763	310.516054	      Tmax	     TSEOS TIP4P2005
50.603159	311.727759	      Tmax	     TSEOS TIP4P2005
50.707849	312.941309	      Tmax	     TSEOS TIP4P2005
50.811822	314.156729	      Tmax	     TSEOS TIP4P2005
50.915078	315.374026	      Tmax	     TSEOS TIP4P2005
51.017615	316.593215	      Tmax	     TSEOS TIP4P2005
51.119441	317.814288	      Tmax	     TSEOS TIP4P2005
51.220536	319.037287	      Tmax	     TSEOS TIP4P2005
51.320912	320.262203	      Tmax	     TSEOS TIP4P2005
51.420557	321.489061	      Tmax	     TSEOS TIP4P2005
51.519489	322.717846	      Tmax	     TSEOS TIP4P2005
51.617676	323.948610	      Tmax	     TSEOS TIP4P2005
51.715143	325.181330	      Tmax	     TSEOS TIP4P2005
51.811875	326.416035	      Tmax	     TSEOS TIP4P2005
51.907864	327.652747	      Tmax	     TSEOS TIP4P2005
52.003114	328.891470	      Tmax	     TSEOS TIP4P2005
52.097624	330.132214	      Tmax	     TSEOS TIP4P2005
52.191384	331.375006	      Tmax	     TSEOS TIP4P2005
52.284404	332.619839	      Tmax	     TSEOS TIP4P2005
52.376670	333.866743	      Tmax	     TSEOS TIP4P2005
52.468175	335.115740	      Tmax	     TSEOS TIP4P2005
52.558931	336.366823	      Tmax	     TSEOS TIP4P2005
52.648917	337.620032	      Tmax	     TSEOS TIP4P2005
52.738140	338.875369	      Tmax	     TSEOS TIP4P2005
52.826595	340.132849	      Tmax	     TSEOS TIP4P2005
52.914271	341.392502	      Tmax	     TSEOS TIP4P2005
53.001171	342.654333	      Tmax	     TSEOS TIP4P2005
53.087284	343.918369	      Tmax	     TSEOS TIP4P2005
53.172620	345.184608	      Tmax	     TSEOS TIP4P2005
53.257154	346.453097	      Tmax	     TSEOS TIP4P2005
53.340901	347.723825	      Tmax	     TSEOS TIP4P2005
53.423836	348.996842	      Tmax	     TSEOS TIP4P2005
53.505964	350.272150	      Tmax	     TSEOS TIP4P2005
53.587287	351.549761	      Tmax	     TSEOS TIP4P2005
53.667793	352.829704	      Tmax	     TSEOS TIP4P2005
53.747471	354.112005	      Tmax	     TSEOS TIP4P2005
53.826323	355.396676	      Tmax	     TSEOS TIP4P2005
53.904341	356.683741	      Tmax	     TSEOS TIP4P2005
53.981513	357.973231	      Tmax	     TSEOS TIP4P2005
54.057841	359.265155	      Tmax	     TSEOS TIP4P2005
54.133318	360.559536	      Tmax	     TSEOS TIP4P2005
54.207926	361.856415	      Tmax	     TSEOS TIP4P2005
54.281672	363.155795	      Tmax	     TSEOS TIP4P2005
54.354540	364.457713	      Tmax	     TSEOS TIP4P2005
54.426528	365.762187	      Tmax	     TSEOS TIP4P2005
54.497625	367.069246	      Tmax	     TSEOS TIP4P2005
54.567827	368.378912	      Tmax	     TSEOS TIP4P2005
54.637119	369.691220	      Tmax	     TSEOS TIP4P2005
54.705494	371.006195	      Tmax	     TSEOS TIP4P2005
54.772955	372.323849	      Tmax	     TSEOS TIP4P2005
54.839476	373.644236	      Tmax	     TSEOS TIP4P2005
54.905062	374.967363	      Tmax	     TSEOS TIP4P2005
54.969693	376.293276	      Tmax	     TSEOS TIP4P2005
55.033371	377.621988	      Tmax	     TSEOS TIP4P2005
55.096077	378.953543	      Tmax	     TSEOS TIP4P2005
55.157803	380.287970	      Tmax	     TSEOS TIP4P2005
55.218535	381.625306	      Tmax	     TSEOS TIP4P2005
55.278275	382.965567	      Tmax	     TSEOS TIP4P2005
55.336995	384.308809	      Tmax	     TSEOS TIP4P2005
55.394704	385.655039	      Tmax	     TSEOS TIP4P2005
55.451369	387.004322	      Tmax	     TSEOS TIP4P2005
55.506993	388.356674	      Tmax	     TSEOS TIP4P2005
55.561563	389.712130	      Tmax	     TSEOS TIP4P2005
55.615053	391.070751	      Tmax	     TSEOS TIP4P2005
55.667468	392.432546	      Tmax	     TSEOS TIP4P2005
55.718777	393.797585	      Tmax	     TSEOS TIP4P2005
55.768979	395.165885	      Tmax	     TSEOS TIP4P2005
55.818059	396.537490	      Tmax	     TSEOS TIP4P2005
55.865995	397.912455	      Tmax	     TSEOS TIP4P2005
55.912789	399.290798	      Tmax	     TSEOS TIP4P2005
55.958402	400.672598	      Tmax	     TSEOS TIP4P2005
56.002835	402.057876	      Tmax	     TSEOS TIP4P2005
56.046067	403.446685	      Tmax	     TSEOS TIP4P2005
56.088079	404.839077	      Tmax	     TSEOS TIP4P2005
56.128855	406.235101	      Tmax	     TSEOS TIP4P2005
56.168380	407.634801	      Tmax	     TSEOS TIP4P2005
56.206635	409.038231	      Tmax	     TSEOS TIP4P2005
56.243604	410.445437	      Tmax	     TSEOS TIP4P2005
56.279262	411.856486	      Tmax	     TSEOS TIP4P2005
56.313589	413.271433	      Tmax	     TSEOS TIP4P2005
56.346575	414.690316	      Tmax	     TSEOS TIP4P2005
56.378188	416.113214	      Tmax	     TSEOS TIP4P2005
56.408410	417.540180	      Tmax	     TSEOS TIP4P2005
56.437210	418.971291	      Tmax	     TSEOS TIP4P2005
56.464587	420.406575	      Tmax	     TSEOS TIP4P2005
56.490501	421.846120	      Tmax	     TSEOS TIP4P2005
56.514937	423.289982	      Tmax	     TSEOS TIP4P2005
56.537858	424.738247	      Tmax	     TSEOS TIP4P2005
56.559243	426.190979	      Tmax	     TSEOS TIP4P2005
56.579070	427.648242	      Tmax	     TSEOS TIP4P2005
56.597315	429.110105	      Tmax	     TSEOS TIP4P2005
56.613935	430.576670	      Tmax	     TSEOS TIP4P2005
56.628913	432.047994	      Tmax	     TSEOS TIP4P2005
56.642223	433.524153	      Tmax	     TSEOS TIP4P2005
56.653817	435.005258	      Tmax	     TSEOS TIP4P2005
56.663681	436.491364	      Tmax	     TSEOS TIP4P2005
56.671767	437.982589	      Tmax	     TSEOS TIP4P2005
56.678056	439.478993	      Tmax	     TSEOS TIP4P2005
56.682495	440.980702	      Tmax	     TSEOS TIP4P2005
56.685069	442.487779	      Tmax	     TSEOS TIP4P2005
56.685726	444.000347	      Tmax	     TSEOS TIP4P2005
56.684421	445.518518	      Tmax	     TSEOS TIP4P2005
56.681130	447.042372	      Tmax	     TSEOS TIP4P2005
56.675807	448.572026	      Tmax	     TSEOS TIP4P2005
56.668404	450.107604	      Tmax	     TSEOS TIP4P2005
56.658881	451.649212	      Tmax	     TSEOS TIP4P2005
56.647188	453.196981	      Tmax	     TSEOS TIP4P2005
56.633281	454.751025	      Tmax	     TSEOS TIP4P2005
56.617107	456.311485	      Tmax	     TSEOS TIP4P2005
56.598618	457.878486	      Tmax	     TSEOS TIP4P2005
56.577755	459.452175	      Tmax	     TSEOS TIP4P2005
56.554483	461.032665	      Tmax	     TSEOS TIP4P2005
56.528717	462.620150	      Tmax	     TSEOS TIP4P2005
56.500420	464.214745	      Tmax	     TSEOS TIP4P2005
56.469514	465.816638	      Tmax	     TSEOS TIP4P2005
56.435942	467.425984	      Tmax	     TSEOS TIP4P2005
56.399644	469.042943	      Tmax	     TSEOS TIP4P2005
56.360541	470.667709	      Tmax	     TSEOS TIP4P2005
56.318561	472.300468	      Tmax	     TSEOS TIP4P2005
56.273636	473.941400	      Tmax	     TSEOS TIP4P2005
56.225691	475.590699	      Tmax	     TSEOS TIP4P2005
56.174638	477.248588	      Tmax	     TSEOS TIP4P2005
56.120393	478.915280	      Tmax	     TSEOS TIP4P2005
56.062876	480.590987	      Tmax	     TSEOS TIP4P2005
56.001974	482.275982	      Tmax	     TSEOS TIP4P2005
55.937616	483.970465	      Tmax	     TSEOS TIP4P2005
55.869686	485.674718	      Tmax	     TSEOS TIP4P2005
55.798093	487.388985	      Tmax	     TSEOS TIP4P2005
55.722708	489.113581	      Tmax	     TSEOS TIP4P2005
55.643426	490.848779	      Tmax	     TSEOS TIP4P2005
55.560126	492.594884	      Tmax	     TSEOS TIP4P2005
55.472688	494.352205	      Tmax	     TSEOS TIP4P2005
55.380974	496.121090	      Tmax	     TSEOS TIP4P2005
55.284845	497.901889	      Tmax	     TSEOS TIP4P2005
55.184156	499.694971	      Tmax	     TSEOS TIP4P2005
55.078752	501.500725	      Tmax	     TSEOS TIP4P2005
54.968474	503.319553	      Tmax	     TSEOS TIP4P2005
54.853138	505.151914	      Tmax	     TSEOS TIP4P2005
54.732586	506.998220	      Tmax	     TSEOS TIP4P2005
54.606612	508.858976	      Tmax	     TSEOS TIP4P2005
54.475030	510.734664	      Tmax	     TSEOS TIP4P2005
54.337612	512.625842	      Tmax	     TSEOS TIP4P2005
54.194148	514.533053	      Tmax	     TSEOS TIP4P2005
54.044389	516.456915	      Tmax	     TSEOS TIP4P2005
53.888090	518.398046	      Tmax	     TSEOS TIP4P2005
53.724970	520.357147	      Tmax	     TSEOS TIP4P2005
53.554748	522.334923	      Tmax	     TSEOS TIP4P2005
53.377130	524.332124	      Tmax	     TSEOS TIP4P2005
53.191780	526.349580	      Tmax	     TSEOS TIP4P2005
52.998339	528.388193	      Tmax	     TSEOS TIP4P2005
52.796450	530.448860	      Tmax	     TSEOS TIP4P2005
52.585711	532.532594	      Tmax	     TSEOS TIP4P2005
52.365673	534.640508	      Tmax	     TSEOS TIP4P2005
52.135908	536.773693	      Tmax	     TSEOS TIP4P2005
51.895866	538.933501	      Tmax	     TSEOS TIP4P2005
51.645046	541.121210	      Tmax	     TSEOS TIP4P2005
51.382836	543.338339	      Tmax	     TSEOS TIP4P2005
51.108605	545.586476	      Tmax	     TSEOS TIP4P2005
50.821664	547.867353	      Tmax	     TSEOS TIP4P2005
50.521226	550.182925	      Tmax	     TSEOS TIP4P2005
50.206482	552.535234	      Tmax	     TSEOS TIP4P2005
49.876501	554.926612	      Tmax	     TSEOS TIP4P2005
49.530264	557.359611	      Tmax	     TSEOS TIP4P2005
49.166644	559.837058	      Tmax	     TSEOS TIP4P2005
48.784415	562.362042	      Tmax	     TSEOS TIP4P2005
48.382139	564.938156	      Tmax	     TSEOS TIP4P2005
47.958257	567.569325	      Tmax	     TSEOS TIP4P2005
47.510997	570.260004	      Tmax	     TSEOS TIP4P2005
47.038339	573.015275	      Tmax	     TSEOS TIP4P2005
46.537970	575.840960	      Tmax	     TSEOS TIP4P2005
46.007226	578.743769	      Tmax	     TSEOS TIP4P2005
45.443021	581.731482	      Tmax	     TSEOS TIP4P2005
44.841734	584.813242	      Tmax	     TSEOS TIP4P2005
44.199079	587.999872	      Tmax	     TSEOS TIP4P2005
43.509889	591.304436	      Tmax	     TSEOS TIP4P2005
42.767961	594.742647	      Tmax	     TSEOS TIP4P2005
41.965599	598.334018	      Tmax	     TSEOS TIP4P2005
41.093118	602.103132	      Tmax	     TSEOS TIP4P2005
40.138075	606.081621	      Tmax	     TSEOS TIP4P2005
39.084055	610.311287	      Tmax	     TSEOS TIP4P2005
37.908658	614.849273	      Tmax	     TSEOS TIP4P2005
36.579942	619.777223	      Tmax	     TSEOS TIP4P2005
35.049530	625.219025	      Tmax	     TSEOS TIP4P2005
33.238204	631.378041	      Tmax	     TSEOS TIP4P2005
30.998786	638.633086	      Tmax	     TSEOS TIP4P2005
27.991036	647.862571	      Tmax	     TSEOS TIP4P2005
22.967000	662.309625	      Tmax	     TSEOS TIP4P2005
20.161079	669.938240	      Tmax	     TSEOS TIP4P2005
16.655238	679.500000	      Tmax	     TSEOS TIP4P2005
53.671931	480.859642	      Tmax	    Madrid TIP4P2005
55.621412	401.361572	      Tmax	    Madrid TIP4P2005
52.591505	334.518197	      Tmax	    Madrid TIP4P2005
47.462454	274.487811	      Tmax	    Madrid TIP4P2005
42.294793	229.267071	      Tmax	    Madrid TIP4P2005
34.646909	186.921423	      Tmax	    Madrid TIP4P2005
23.551379	143.966331	      Tmax	    Madrid TIP4P2005
6.249834	112.922894	      Tmax	    Madrid TIP4P2005
-16.051503	105.833384	      Tmax	    Madrid TIP4P2005
52.970440	494.998990	      Tmax	      Evan TIP4P2005
