Temperature	Pressure	Property	Source
-0.615192	450.838239	     KtMax	     TSEOS
-0.619669	452.435275	     KtMax	     TSEOS
-0.623813	454.033484	     KtMax	     TSEOS
-0.627627	455.632876	     KtMax	     TSEOS
-0.631115	457.233465	     KtMax	     TSEOS
-0.634278	458.835260	     KtMax	     TSEOS
-0.637118	460.438272	     KtMax	     TSEOS
-0.639642	462.042520	     KtMax	     TSEOS
-0.641847	463.648005	     KtMax	     TSEOS
-0.643740	465.254749	     KtMax	     TSEOS
-0.645322	466.862761	     KtMax	     TSEOS
-0.646594	468.472047	     KtMax	     TSEOS
-0.647563	470.082631	     KtMax	     TSEOS
-0.648227	471.694516	     KtMax	     TSEOS
-0.648591	473.307717	     KtMax	     TSEOS
-0.648657	474.922248	     KtMax	     TSEOS
-0.648428	476.538121	     KtMax	     TSEOS
-0.647907	478.155349	     KtMax	     TSEOS
-0.647096	479.773947	     KtMax	     TSEOS
-0.645999	481.393926	     KtMax	     TSEOS
-0.644617	483.015301	     KtMax	     TSEOS
-0.642954	484.638086	     KtMax	     TSEOS
-0.641013	486.262294	     KtMax	     TSEOS
-0.638795	487.887938	     KtMax	     TSEOS
-0.636306	489.515037	     KtMax	     TSEOS
-0.633547	491.143601	     KtMax	     TSEOS
-0.630520	492.773646	     KtMax	     TSEOS
-0.627231	494.405188	     KtMax	     TSEOS
-0.623680	496.038241	     KtMax	     TSEOS
-0.619871	497.672822	     KtMax	     TSEOS
-0.615808	499.308945	     KtMax	     TSEOS
-0.611494	500.946627	     KtMax	     TSEOS
-0.606931	502.585883	     KtMax	     TSEOS
-0.602124	504.226732	     KtMax	     TSEOS
-0.597073	505.869186	     KtMax	     TSEOS
-0.591788	507.513271	     KtMax	     TSEOS
-0.586266	509.158997	     KtMax	     TSEOS
-0.580513	510.806383	     KtMax	     TSEOS
-0.574532	512.455446	     KtMax	     TSEOS
-0.568330	514.106212	     KtMax	     TSEOS
-0.561906	515.758691	     KtMax	     TSEOS
-0.555266	517.412906	     KtMax	     TSEOS
-0.548415	519.068876	     KtMax	     TSEOS
-0.541355	520.726622	     KtMax	     TSEOS
-0.534091	522.386162	     KtMax	     TSEOS
-0.526629	524.047520	     KtMax	     TSEOS
-0.518971	525.710714	     KtMax	     TSEOS
-0.511120	527.375765	     KtMax	     TSEOS
-0.503087	529.042702	     KtMax	     TSEOS
-0.494872	530.711545	     KtMax	     TSEOS
-0.486479	532.382314	     KtMax	     TSEOS
-0.477914	534.055030	     KtMax	     TSEOS
-0.469186	535.729729	     KtMax	     TSEOS
-0.460294	537.406422	     KtMax	     TSEOS
-0.451249	539.085147	     KtMax	     TSEOS
-0.442053	540.765922	     KtMax	     TSEOS
-0.432713	542.448777	     KtMax	     TSEOS
-0.423235	544.133737	     KtMax	     TSEOS
-0.413624	545.820831	     KtMax	     TSEOS
-0.403890	547.510092	     KtMax	     TSEOS
-0.394036	549.201544	     KtMax	     TSEOS
-0.384069	550.895220	     KtMax	     TSEOS
-0.373998	552.591150	     KtMax	     TSEOS
-0.363828	554.289368	     KtMax	     TSEOS
-0.353569	555.989905	     KtMax	     TSEOS
-0.343225	557.692793	     KtMax	     TSEOS
-0.332810	559.398075	     KtMax	     TSEOS
-0.322326	561.105778	     KtMax	     TSEOS
-0.311785	562.815941	     KtMax	     TSEOS
-0.301196	564.528604	     KtMax	     TSEOS
-0.290566	566.243804	     KtMax	     TSEOS
-0.279907	567.961581	     KtMax	     TSEOS
-0.269227	569.681978	     KtMax	     TSEOS
-0.258538	571.405036	     KtMax	     TSEOS
-0.247849	573.130800	     KtMax	     TSEOS
-0.237172	574.859314	     KtMax	     TSEOS
-0.226519	576.590626	     KtMax	     TSEOS
-0.215901	578.324784	     KtMax	     TSEOS
-0.205330	580.061837	     KtMax	     TSEOS
-0.194821	581.801837	     KtMax	     TSEOS
-0.184385	583.544837	     KtMax	     TSEOS
-0.174037	585.290891	     KtMax	     TSEOS
-0.163792	587.040060	     KtMax	     TSEOS
-0.153665	588.792397	     KtMax	     TSEOS
-0.143671	590.547967	     KtMax	     TSEOS
-0.133826	592.306828	     KtMax	     TSEOS
-0.124151	594.069056	     KtMax	     TSEOS
-0.114659	595.834708	     KtMax	     TSEOS
-0.105371	597.603859	     KtMax	     TSEOS
-0.096307	599.376581	     KtMax	     TSEOS
-0.087486	601.152950	     KtMax	     TSEOS
-0.078930	602.933044	     KtMax	     TSEOS
-0.070661	604.716947	     KtMax	     TSEOS
-0.062702	606.504742	     KtMax	     TSEOS
-0.055077	608.296516	     KtMax	     TSEOS
-0.047815	610.092370	     KtMax	     TSEOS
-0.040939	611.892390	     KtMax	     TSEOS
-0.034478	613.696678	     KtMax	     TSEOS
-0.028463	615.505347	     KtMax	     TSEOS
-0.022922	617.318496	     KtMax	     TSEOS
-0.017890	619.136244	     KtMax	     TSEOS
-0.013399	620.958707	     KtMax	     TSEOS
-0.009489	622.786019	     KtMax	     TSEOS
-0.006193	624.618300	     KtMax	     TSEOS
-0.003553	626.455691	     KtMax	     TSEOS
-0.001612	628.298338	     KtMax	     TSEOS
-0.000412	630.146389	     KtMax	     TSEOS
4.280169	503.532527	     KtMax	    Madrid
2.014498	425.499780	     KtMax	    Madrid
2.979525	349.681371	     KtMax	    Madrid
5.288964	287.007785	     KtMax	    Madrid
16.535125	212.632326	     KtMax	    Madrid
18.793327	179.896500	     Ktmin	     TSEOS
21.356974	176.604625	     Ktmin	     TSEOS
22.463104	175.690625	     Ktmin	     TSEOS
25.410585	172.243984	     Ktmin	     TSEOS
26.336919	172.269041	     Ktmin	     TSEOS
27.233411	172.341411	     Ktmin	     TSEOS
28.102955	172.456406	     Ktmin	     TSEOS
28.948166	172.609837	     Ktmin	     TSEOS
29.771324	172.798072	     Ktmin	     TSEOS
30.574450	173.017913	     Ktmin	     TSEOS
31.359327	173.266553	     Ktmin	     TSEOS
32.127556	173.541494	     Ktmin	     TSEOS
32.880544	173.840544	     Ktmin	     TSEOS
33.619564	174.161732	     Ktmin	     TSEOS
34.345759	174.503301	     Ktmin	     TSEOS
35.060147	174.863689	     Ktmin	     TSEOS
35.763649	175.241491	     Ktmin	     TSEOS
36.457100	175.635438	     Ktmin	     TSEOS
37.141253	176.044390	     Ktmin	     TSEOS
37.816674	176.467465	     Ktmin	     TSEOS
38.481986	176.906221	     Ktmin	     TSEOS
39.137394	177.360220	     Ktmin	     TSEOS
39.783816	177.828158	     Ktmin	     TSEOS
40.422051	178.308894	     Ktmin	     TSEOS
41.052798	178.801435	     Ktmin	     TSEOS
41.676675	179.304903	     Ktmin	     TSEOS
42.294220	179.818529	     Ktmin	     TSEOS
42.905934	180.341609	     Ktmin	     TSEOS
43.512226	180.873552	     Ktmin	     TSEOS
44.113496	181.413799	     Ktmin	     TSEOS
44.710079	181.961866	     Ktmin	     TSEOS
45.302304	182.517292	     Ktmin	     TSEOS
45.890428	183.079706	     Ktmin	     TSEOS
46.474721	183.648726	     Ktmin	     TSEOS
47.055408	184.224032	     Ktmin	     TSEOS
47.632684	184.805338	     Ktmin	     TSEOS
48.206755	185.392358	     Ktmin	     TSEOS
48.777786	185.984850	     Ktmin	     TSEOS
49.345934	186.582588	     Ktmin	     TSEOS
49.911340	187.185369	     Ktmin	     TSEOS
50.474141	187.792995	     Ktmin	     TSEOS
51.034445	188.405305	     Ktmin	     TSEOS
51.592380	189.022118	     Ktmin	     TSEOS
52.148032	189.643302	     Ktmin	     TSEOS
52.701502	190.268710	     Ktmin	     TSEOS
53.252867	190.898224	     Ktmin	     TSEOS
53.802201	191.531733	     Ktmin	     TSEOS
54.349591	192.169110	     Ktmin	     TSEOS
54.895089	192.810270	     Ktmin	     TSEOS
55.438757	193.455117	     Ktmin	     TSEOS
55.980651	194.103566	     Ktmin	     TSEOS
56.520829	194.755526	     Ktmin	     TSEOS
57.059321	195.410942	     Ktmin	     TSEOS
57.596181	196.069731	     Ktmin	     TSEOS
58.131434	196.731843	     Ktmin	     TSEOS
58.665131	197.397202	     Ktmin	     TSEOS
59.197293	198.065762	     Ktmin	     TSEOS
59.727953	198.737468	     Ktmin	     TSEOS
60.257118	199.412293	     Ktmin	     TSEOS
60.784846	200.090153	     Ktmin	     TSEOS
61.311142	200.771024	     Ktmin	     TSEOS
61.836001	201.454892	     Ktmin	     TSEOS
62.359465	202.141695	     Ktmin	     TSEOS
62.881546	202.831400	     Ktmin	     TSEOS
63.402222	203.524012	     Ktmin	     TSEOS
63.921583	204.219419	     Ktmin	     TSEOS
64.439544	204.917692	     Ktmin	     TSEOS
64.956175	205.618740	     Ktmin	     TSEOS
65.471457	206.322566	     Ktmin	     TSEOS
65.985401	207.029140	     Ktmin	     TSEOS
66.497987	207.738468	     Ktmin	     TSEOS
67.009278	208.450465	     Ktmin	     TSEOS
67.519196	209.165196	     Ktmin	     TSEOS
68.027800	209.882584	     Ktmin	     TSEOS
68.535052	210.602649	     Ktmin	     TSEOS
69.040989	211.325339	     Ktmin	     TSEOS
69.545565	212.050683	     Ktmin	     TSEOS
70.048788	212.778656	     Ktmin	     TSEOS
70.550683	213.509217	     Ktmin	     TSEOS
71.051209	214.242392	     Ktmin	     TSEOS
71.550374	214.978153	     Ktmin	     TSEOS
72.048197	215.716468	     Ktmin	     TSEOS
72.544636	216.457361	     Ktmin	     TSEOS
73.039694	217.200813	     Ktmin	     TSEOS
73.533367	217.946813	     Ktmin	     TSEOS
74.025637	218.695360	     Ktmin	     TSEOS
74.516499	219.446445	     Ktmin	     TSEOS
75.005975	220.200028	     Ktmin	     TSEOS
75.493994	220.956165	     Ktmin	     TSEOS
75.980612	221.714782	     Ktmin	     TSEOS
76.465794	222.475901	     Ktmin	     TSEOS
76.949485	223.239554	     Ktmin	     TSEOS
77.431772	224.005645	     Ktmin	     TSEOS
77.912579	224.774230	     Ktmin	     TSEOS
78.391871	225.545326	     Ktmin	     TSEOS
78.869730	226.318839	     Ktmin	     TSEOS
79.346096	227.094811	     Ktmin	     TSEOS
79.820926	227.873265	     Ktmin	     TSEOS
80.294253	228.654155	     Ktmin	     TSEOS
80.766070	229.437472	     Ktmin	     TSEOS
81.236353	230.223222	     Ktmin	     TSEOS
81.705088	231.011403	     Ktmin	     TSEOS
82.172241	231.802031	     Ktmin	     TSEOS
82.637865	232.595041	     Ktmin	     TSEOS
83.101931	233.390443	     Ktmin	     TSEOS
83.564420	234.188241	     Ktmin	     TSEOS
84.025301	234.988448	     Ktmin	     TSEOS
84.484609	235.791016	     Ktmin	     TSEOS
84.942329	236.595942	     Ktmin	     TSEOS
85.398405	237.403263	     Ktmin	     TSEOS
85.852887	238.212919	     Ktmin	     TSEOS
86.305745	239.024921	     Ktmin	     TSEOS
86.756968	239.839265	     Ktmin	     TSEOS
87.206555	240.655937	     Ktmin	     TSEOS
87.654530	241.474900	     Ktmin	     TSEOS
88.100827	242.296199	     Ktmin	     TSEOS
88.545460	243.119806	     Ktmin	     TSEOS
88.988452	243.945686	     Ktmin	     TSEOS
89.429776	244.773850	     Ktmin	     TSEOS
89.869411	245.604302	     Ktmin	     TSEOS
90.307398	246.436991	     Ktmin	     TSEOS
90.743690	247.271944	     Ktmin	     TSEOS
91.178315	248.109124	     Ktmin	     TSEOS
91.611226	248.948558	     Ktmin	     TSEOS
92.042472	249.790188	     Ktmin	     TSEOS
92.472006	250.634044	     Ktmin	     TSEOS
92.899839	251.480101	     Ktmin	     TSEOS
93.326002	252.328320	     Ktmin	     TSEOS
93.750459	253.178719	     Ktmin	     TSEOS
94.173184	254.031307	     Ktmin	     TSEOS
94.594239	254.886019	     Ktmin	     TSEOS
95.013575	255.742884	     Ktmin	     TSEOS
95.431199	256.601882	     Ktmin	     TSEOS
38.404795	182.220776	     Ktmin	    Madrid
64.183241	202.582863	     Ktmin	    Madrid
83.804771	257.358887	     Ktmin	    Madrid
97.085929	281.947540	     Ktmin	    Madrid
116.072731	327.881334	     Ktmin	    Madrid
