Temperature	Pressure	Property	Source	Model
-0.242528	0.490581	      Tmin	     TSEOS	 TIP4P2005
-0.242944	0.492935	      Tmin	     TSEOS	 TIP4P2005
-0.243347	0.495281	      Tmin	     TSEOS	 TIP4P2005
-0.243739	0.497619	      Tmin	     TSEOS	 TIP4P2005
-0.244118	0.499949	      Tmin	     TSEOS	 TIP4P2005
-0.244487	0.502271	      Tmin	     TSEOS	 TIP4P2005
-0.244844	0.504585	      Tmin	     TSEOS	 TIP4P2005
-0.245189	0.506891	      Tmin	     TSEOS	 TIP4P2005
-0.245524	0.509190	      Tmin	     TSEOS	 TIP4P2005
-0.245847	0.511481	      Tmin	     TSEOS	 TIP4P2005
-0.246159	0.513765	      Tmin	     TSEOS	 TIP4P2005
-0.246461	0.516041	      Tmin	     TSEOS	 TIP4P2005
-0.246752	0.518310	      Tmin	     TSEOS	 TIP4P2005
-0.247033	0.520572	      Tmin	     TSEOS	 TIP4P2005
-0.247303	0.522826	      Tmin	     TSEOS	 TIP4P2005
-0.247564	0.525074	      Tmin	     TSEOS	 TIP4P2005
-0.247814	0.527314	      Tmin	     TSEOS	 TIP4P2005
-0.248053	0.529548	      Tmin	     TSEOS	 TIP4P2005
-0.248284	0.531775	      Tmin	     TSEOS	 TIP4P2005
-0.248504	0.533995	      Tmin	     TSEOS	 TIP4P2005
-0.248714	0.536209	      Tmin	     TSEOS	 TIP4P2005
-0.248916	0.538416	      Tmin	     TSEOS	 TIP4P2005
-0.249107	0.540617	      Tmin	     TSEOS	 TIP4P2005
-0.249289	0.542811	      Tmin	     TSEOS	 TIP4P2005
-0.249463	0.544999	      Tmin	     TSEOS	 TIP4P2005
-0.249626	0.547180	      Tmin	     TSEOS	 TIP4P2005
-0.249781	0.549356	      Tmin	     TSEOS	 TIP4P2005
-0.249927	0.551525	      Tmin	     TSEOS	 TIP4P2005
-0.250065	0.553688	      Tmin	     TSEOS	 TIP4P2005
-0.250193	0.555846	      Tmin	     TSEOS	 TIP4P2005
-0.250313	0.557997	      Tmin	     TSEOS	 TIP4P2005
-0.250424	0.560143	      Tmin	     TSEOS	 TIP4P2005
-0.250527	0.562283	      Tmin	     TSEOS	 TIP4P2005
-0.250622	0.564417	      Tmin	     TSEOS	 TIP4P2005
-0.250708	0.566545	      Tmin	     TSEOS	 TIP4P2005
-0.250786	0.568668	      Tmin	     TSEOS	 TIP4P2005
-0.250856	0.570785	      Tmin	     TSEOS	 TIP4P2005
-0.250918	0.572897	      Tmin	     TSEOS	 TIP4P2005
-0.250972	0.575003	      Tmin	     TSEOS	 TIP4P2005
-0.251019	0.577104	      Tmin	     TSEOS	 TIP4P2005
-0.251057	0.579200	      Tmin	     TSEOS	 TIP4P2005
-0.251088	0.581290	      Tmin	     TSEOS	 TIP4P2005
-0.251112	0.583376	      Tmin	     TSEOS	 TIP4P2005
-0.251128	0.585456	      Tmin	     TSEOS	 TIP4P2005
-0.251136	0.587531	      Tmin	     TSEOS	 TIP4P2005
-0.251137	0.589601	      Tmin	     TSEOS	 TIP4P2005
-0.251131	0.591666	      Tmin	     TSEOS	 TIP4P2005
-0.251118	0.593726	      Tmin	     TSEOS	 TIP4P2005
-0.251098	0.595781	      Tmin	     TSEOS	 TIP4P2005
-0.251070	0.597832	      Tmin	     TSEOS	 TIP4P2005
-0.251036	0.599878	      Tmin	     TSEOS	 TIP4P2005
-0.250995	0.601918	      Tmin	     TSEOS	 TIP4P2005
-0.250947	0.603955	      Tmin	     TSEOS	 TIP4P2005
-0.250892	0.605986	      Tmin	     TSEOS	 TIP4P2005
-0.250831	0.608013	      Tmin	     TSEOS	 TIP4P2005
-0.250763	0.610036	      Tmin	     TSEOS	 TIP4P2005
-0.250689	0.612054	      Tmin	     TSEOS	 TIP4P2005
-0.250608	0.614067	      Tmin	     TSEOS	 TIP4P2005
-0.250520	0.616076	      Tmin	     TSEOS	 TIP4P2005
-0.250427	0.618081	      Tmin	     TSEOS	 TIP4P2005
-0.250327	0.620081	      Tmin	     TSEOS	 TIP4P2005
-0.250221	0.622077	      Tmin	     TSEOS	 TIP4P2005
-0.250109	0.624069	      Tmin	     TSEOS	 TIP4P2005
-0.249990	0.626057	      Tmin	     TSEOS	 TIP4P2005
-0.249866	0.628040	      Tmin	     TSEOS	 TIP4P2005
-0.249736	0.630020	      Tmin	     TSEOS	 TIP4P2005
-0.249600	0.631995	      Tmin	     TSEOS	 TIP4P2005
-0.249458	0.633966	      Tmin	     TSEOS	 TIP4P2005
-0.249310	0.635933	      Tmin	     TSEOS	 TIP4P2005
-0.249156	0.637896	      Tmin	     TSEOS	 TIP4P2005
-0.248997	0.639855	      Tmin	     TSEOS	 TIP4P2005
-0.248833	0.641811	      Tmin	     TSEOS	 TIP4P2005
-0.248662	0.643762	      Tmin	     TSEOS	 TIP4P2005
-0.248487	0.645709	      Tmin	     TSEOS	 TIP4P2005
-0.248305	0.647653	      Tmin	     TSEOS	 TIP4P2005
-0.248119	0.649593	      Tmin	     TSEOS	 TIP4P2005
-0.247927	0.651529	      Tmin	     TSEOS	 TIP4P2005
-0.247729	0.653462	      Tmin	     TSEOS	 TIP4P2005
-0.247527	0.655390	      Tmin	     TSEOS	 TIP4P2005
-0.247319	0.657316	      Tmin	     TSEOS	 TIP4P2005
-0.247106	0.659237	      Tmin	     TSEOS	 TIP4P2005
-0.246889	0.661155	      Tmin	     TSEOS	 TIP4P2005
-0.246666	0.663069	      Tmin	     TSEOS	 TIP4P2005
-0.246438	0.664980	      Tmin	     TSEOS	 TIP4P2005
-0.246205	0.666887	      Tmin	     TSEOS	 TIP4P2005
-0.245967	0.668791	      Tmin	     TSEOS	 TIP4P2005
-0.245724	0.670691	      Tmin	     TSEOS	 TIP4P2005
-0.245477	0.672588	      Tmin	     TSEOS	 TIP4P2005
-0.245225	0.674482	      Tmin	     TSEOS	 TIP4P2005
-0.244968	0.676372	      Tmin	     TSEOS	 TIP4P2005
-0.244706	0.678258	      Tmin	     TSEOS	 TIP4P2005
-0.244439	0.680142	      Tmin	     TSEOS	 TIP4P2005
-0.244169	0.682022	      Tmin	     TSEOS	 TIP4P2005
-0.243893	0.683899	      Tmin	     TSEOS	 TIP4P2005
-0.243613	0.685772	      Tmin	     TSEOS	 TIP4P2005
-0.243328	0.687643	      Tmin	     TSEOS	 TIP4P2005
-0.243039	0.689510	      Tmin	     TSEOS	 TIP4P2005
-0.242746	0.691374	      Tmin	     TSEOS	 TIP4P2005
-0.242448	0.693235	      Tmin	     TSEOS	 TIP4P2005
-0.242146	0.695092	      Tmin	     TSEOS	 TIP4P2005
-0.241840	0.696947	      Tmin	     TSEOS	 TIP4P2005
-0.241529	0.698798	      Tmin	     TSEOS	 TIP4P2005
-0.241214	0.700647	      Tmin	     TSEOS	 TIP4P2005
-0.240895	0.702492	      Tmin	     TSEOS	 TIP4P2005
-0.240572	0.704334	      Tmin	     TSEOS	 TIP4P2005
-0.240244	0.706173	      Tmin	     TSEOS	 TIP4P2005
-0.239913	0.708010	      Tmin	     TSEOS	 TIP4P2005
-0.239577	0.709843	      Tmin	     TSEOS	 TIP4P2005
-0.239238	0.711673	      Tmin	     TSEOS	 TIP4P2005
-0.238894	0.713501	      Tmin	     TSEOS	 TIP4P2005
-0.238547	0.715325	      Tmin	     TSEOS	 TIP4P2005
-0.238195	0.717147	      Tmin	     TSEOS	 TIP4P2005
-0.237840	0.718965	      Tmin	     TSEOS	 TIP4P2005
-0.237480	0.720781	      Tmin	     TSEOS	 TIP4P2005
-0.237117	0.722594	      Tmin	     TSEOS	 TIP4P2005
-0.236750	0.724404	      Tmin	     TSEOS	 TIP4P2005
-0.236379	0.726212	      Tmin	     TSEOS	 TIP4P2005
-0.236005	0.728016	      Tmin	     TSEOS	 TIP4P2005
-0.235627	0.729818	      Tmin	     TSEOS	 TIP4P2005
-0.235245	0.731617	      Tmin	     TSEOS	 TIP4P2005
-0.234859	0.733413	      Tmin	     TSEOS	 TIP4P2005
-0.234469	0.735206	      Tmin	     TSEOS	 TIP4P2005
-0.234076	0.736997	      Tmin	     TSEOS	 TIP4P2005
-0.233680	0.738785	      Tmin	     TSEOS	 TIP4P2005
-0.233280	0.740571	      Tmin	     TSEOS	 TIP4P2005
-0.232876	0.742353	      Tmin	     TSEOS	 TIP4P2005
