P	T	Feature	Source
227.48502766700918	259.64912280701753	Widom	TSEOS
227.17851039227105	261.40350877192975	Widom	TSEOS
226.87134211384705	263.1578947368421	Widom	TSEOS
226.563513906817	264.9122807017543	Widom	TSEOS
226.25501665153752	266.66666666666663	Widom	TSEOS
225.94584102771267	268.42105263157896	Widom	TSEOS
225.63597750823115	270.1754385964912	Widom	TSEOS
225.32541635275862	271.9298245614035	Widom	TSEOS
225.01414760107392	273.6842105263157	Widom	TSEOS
224.70216106613566	275.43859649122805	Widom	TSEOS
224.38944632686653	277.19298245614027	Widom	TSEOS
224.0759927206405	278.9473684210526	Widom	TSEOS
223.76178933545856	280.70175438596493	Widom	TSEOS
223.4468250017964	282.45614035087715	Widom	TSEOS
223.13108828410753	284.2105263157895	Widom	TSEOS
222.81456747196378	285.9649122807017	Widom	TSEOS
222.4972505708141	287.719298245614	Widom	TSEOS
222.17912529234127	289.47368421052624	Widom	TSEOS
221.86017904439538	291.2280701754386	Widom	TSEOS
221.5403989204806	292.9824561403508	Widom	TSEOS
221.21977168877117	294.7368421052631	Widom	TSEOS
220.89828378063072	296.49122807017545	Widom	TSEOS
220.5759212786069	298.24561403508767	Widom	TSEOS
220.25266990387183	300.0	Widom	TSEOS
219.92851500307728	301.7543859649122	Widom	TSEOS
219.60344153459008	303.50877192982455	Widom	TSEOS
219.27743405407261	305.26315789473676	Widom	TSEOS
218.95047669936926	307.0175438596491	Widom	TSEOS
218.62255317465818	308.7719298245614	Widom	TSEOS
218.29364673382355	310.52631578947364	Widom	TSEOS
217.96374016300197	312.280701754386	Widom	TSEOS
217.63281576225154	314.0350877192982	Widom	TSEOS
217.30085532628948	315.7894736842105	Widom	TSEOS
216.96784012424018	317.54385964912274	Widom	TSEOS
216.6337508783302	319.29824561403507	Widom	TSEOS
216.29856774146336	321.0526315789473	Widom	TSEOS
215.96227027360246	322.8070175438596	Widom	TSEOS
215.62483741687993	324.56140350877195	Widom	TSEOS
215.2862474693524	326.31578947368416	Widom	TSEOS
214.9464780573076	328.0701754385965	Widom	TSEOS
214.60550610602613	329.8245614035087	Widom	TSEOS
214.26330780888978	331.57894736842104	Widom	TSEOS
213.91985859472237	333.33333333333326	Widom	TSEOS
213.57513309323699	335.0877192982456	Widom	TSEOS
213.22910509845457	336.8421052631578	Widom	TSEOS
212.8817475299457	338.59649122807014	Widom	TSEOS
212.53303239173627	340.35087719298247	Widom	TSEOS
212.182930728702	342.1052631578947	Widom	TSEOS
211.8314125802621	343.859649122807	Widom	TSEOS
211.47844693116542	345.61403508771923	Widom	TSEOS
211.12400165914204	347.36842105263156	Widom	TSEOS
210.76804347917414	349.1228070175438	Widom	TSEOS
210.41053788411497	350.8771929824561	Widom	TSEOS
210.05144908135944	352.63157894736844	Widom	TSEOS
209.6907399252413	354.38596491228066	Widom	TSEOS
209.3283718447991	356.140350877193	Widom	TSEOS
208.96430476651764	357.8947368421052	Widom	TSEOS
208.59849703161137	359.64912280701753	Widom	TSEOS
208.23090530737161	361.40350877192975	Widom	TSEOS
207.86148449204833	363.1578947368421	Widom	TSEOS
207.49018761268212	364.9122807017543	Widom	TSEOS
207.11696571523646	366.66666666666663	Widom	TSEOS
206.74176774631073	368.42105263157896	Widom	TSEOS
206.36454042563133	370.1754385964912	Widom	TSEOS
205.98522810842815	371.9298245614035	Widom	TSEOS
205.6037726366987	373.6842105263157	Widom	TSEOS
205.22011317824385	375.43859649122805	Widom	TSEOS
204.83418605222494	377.19298245614027	Widom	TSEOS
204.44592453983697	378.9473684210526	Widom	TSEOS
204.05525867851756	380.7017543859648	Widom	TSEOS
203.66211503790822	382.45614035087715	Widom	TSEOS
203.26641647555172	384.2105263157895	Widom	TSEOS
202.86808187004158	385.9649122807017	Widom	TSEOS
202.46702582902785	387.719298245614	Widom	TSEOS
202.06315836912458	389.47368421052624	Widom	TSEOS
201.6563845643428	391.2280701754386	Widom	TSEOS
201.2466041591857	392.9824561403508	Widom	TSEOS
200.8337111419667	394.7368421052631	Widom	TSEOS
200.41759327323982	396.49122807017545	Widom	TSEOS
199.99813156343433	398.24561403508767	Widom	TSEOS
199.57519969284718	400.0	Widom	TSEOS
