127.83960284968917	-300.0	Widom	TSEOS
127.8574114684226	-298.2456140350877	Widom	TSEOS
127.87528975976574	-296.49122807017545	Widom	TSEOS
127.89323801915155	-294.7368421052632	Widom	TSEOS
127.91125654384766	-292.9824561403509	Widom	TSEOS
127.92934563297155	-291.2280701754386	Widom	TSEOS
127.94750558750613	-289.4736842105263	Widom	TSEOS
127.96573671031538	-287.719298245614	Widom	TSEOS
127.9840393061601	-285.96491228070175	Widom	TSEOS
128.0024136817138	-284.2105263157895	Widom	TSEOS
128.02086014557912	-282.4561403508772	Widom	TSEOS
128.03937900830374	-280.70175438596493	Widom	TSEOS
128.05797058239713	-278.94736842105266	Widom	TSEOS
128.07663518234713	-277.1929824561403	Widom	TSEOS
128.09537312463686	-275.43859649122805	Widom	TSEOS
128.11418472776165	-273.6842105263158	Widom	TSEOS
128.13307031224616	-271.9298245614035	Widom	TSEOS
128.15203020066204	-270.17543859649123	Widom	TSEOS
128.17106471764524	-268.42105263157896	Widom	TSEOS
128.190174189914	-266.6666666666667	Widom	TSEOS
128.20935894628656	-264.9122807017544	Widom	TSEOS
128.22861931769967	-263.1578947368421	Widom	TSEOS
128.24795563722654	-261.4035087719298	Widom	TSEOS
128.26736824009575	-259.64912280701753	Widom	TSEOS
128.28685746370985	-257.89473684210526	Widom	TSEOS
128.3064236476643	-256.140350877193	Widom	TSEOS
128.32606713376686	-254.3859649122807	Widom	TSEOS
128.34578826605664	-252.63157894736844	Widom	TSEOS
128.3655873908241	-250.87719298245614	Widom	TSEOS
128.38546485663062	-249.12280701754386	Widom	TSEOS
128.40542101432862	-247.3684210526316	Widom	TSEOS
128.4254562170819	-245.6140350877193	Widom	TSEOS
128.44557082038597	-243.859649122807	Widom	TSEOS
128.46576518208911	-242.10526315789474	Widom	TSEOS
128.48603966241302	-240.35087719298247	Widom	TSEOS
128.50639462397407	-238.5964912280702	Widom	TSEOS
128.52683043180497	-236.8421052631579	Widom	TSEOS
128.54734745337626	-235.08771929824562	Widom	TSEOS
128.56794605861828	-233.33333333333334	Widom	TSEOS
128.5886266199434	-231.57894736842104	Widom	TSEOS
128.60938951226848	-229.82456140350877	Widom	TSEOS
128.63023511303743	-228.0701754385965	Widom	TSEOS
128.65116380224438	-226.31578947368422	Widom	TSEOS
128.67217596245683	-224.56140350877195	Widom	TSEOS
128.69327197883896	-222.80701754385967	Widom	TSEOS
128.71445223917576	-221.05263157894737	Widom	TSEOS
128.73571713389669	-219.2982456140351	Widom	TSEOS
128.75706705610028	-217.5438596491228	Widom	TSEOS
128.7785024015786	-215.78947368421052	Widom	TSEOS
128.80002356884228	-214.03508771929825	Widom	TSEOS
128.82163095914544	-212.28070175438597	Widom	TSEOS
128.84332497651155	-210.5263157894737	Widom	TSEOS
128.86510602775888	-208.77192982456143	Widom	TSEOS
